Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A2_006_Line_Y_500m,MOD16A2_006_Sample_X_500m,MOD16A2_006_ET_500m,MOD16A2_006_PET_500m,MOD16A2_006_ET_QC_500m,MOD16A2_006_ET_QC_500m_bitmask,MOD16A2_006_ET_QC_500m_MODLAND,MOD16A2_006_ET_QC_500m_MODLAND_Description,MOD16A2_006_ET_QC_500m_Sensor,MOD16A2_006_ET_QC_500m_Sensor_Description,MOD16A2_006_ET_QC_500m_DeadDetector,MOD16A2_006_ET_QC_500m_DeadDetector_Description,MOD16A2_006_ET_QC_500m_CloudState,MOD16A2_006_ET_QC_500m_CloudState_Description,MOD16A2_006_ET_QC_500m_SCF_QC,MOD16A2_006_ET_QC_500m_SCF_QC_Description
LLK,1,14.081605555,100.42191388,2016-10-31,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-11-08,h27v07,1420.0,1777.0,22.1,38.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-11-16,h27v07,1420.0,1777.0,21.6,38.1,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-11-24,h27v07,1420.0,1777.0,22.2,40.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-12-02,h27v07,1420.0,1777.0,18.9,32.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-12-10,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-12-18,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2016-12-26,h27v07,1420.0,1777.0,15.7,32.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-01-01,h27v07,1420.0,1777.0,20.0,30.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-01-09,h27v07,1420.0,1777.0,22.8,36.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-01-17,h27v07,1420.0,1777.0,25.0,42.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-01-25,h27v07,1420.0,1777.0,23.9,49.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-02-02,h27v07,1420.0,1777.0,26.3,52.2,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-02-10,h27v07,1420.0,1777.0,21.0,52.2,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-02-18,h27v07,1420.0,1777.0,19.8,49.1,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-02-26,h27v07,1420.0,1777.0,18.1,56.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-03-06,h27v07,1420.0,1777.0,14.8,56.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-03-14,h27v07,1420.0,1777.0,10.1,36.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-03-22,h27v07,1420.0,1777.0,11.2,40.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-03-30,h27v07,1420.0,1777.0,12.9,35.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-04-07,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-04-15,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-04-23,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-05-01,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-05-09,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-05-17,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-05-25,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-06-02,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-06-10,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-06-18,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-06-26,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-07-04,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-07-12,h27v07,1420.0,1777.0,32765.0,32765.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2017-07-20,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-07-28,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-08-05,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-08-13,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-08-21,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-08-29,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-09-06,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-09-14,h27v07,1420.0,1777.0,24.9,39.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-09-22,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-09-30,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-10-08,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-10-16,h27v07,1420.0,1777.0,24.8,45.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-10-24,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-11-01,h27v07,1420.0,1777.0,19.4,34.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-11-09,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-11-17,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-11-25,h27v07,1420.0,1777.0,22.6,36.8,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-12-03,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-12-11,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-12-19,h27v07,1420.0,1777.0,18.5,40.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2017-12-27,h27v07,1420.0,1777.0,15.0,24.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-01-01,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-01-09,h27v07,1420.0,1777.0,20.0,40.9,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-01-17,h27v07,1420.0,1777.0,24.4,48.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-01-25,h27v07,1420.0,1777.0,17.5,26.9,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-02-02,h27v07,1420.0,1777.0,17.7,35.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-02-10,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-02-18,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-02-26,h27v07,1420.0,1777.0,13.7,56.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-03-06,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-03-14,h27v07,1420.0,1777.0,11.9,59.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-03-22,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-03-30,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-04-07,h27v07,1420.0,1777.0,12.5,54.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-04-15,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-04-23,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-01,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-09,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-17,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-25,h27v07,1420.0,1777.0,32765.0,32765.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2018-06-02,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-10,h27v07,1420.0,1777.0,23.9,43.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-18,h27v07,1420.0,1777.0,25.8,47.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-26,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-04,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-12,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-20,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-28,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-08-05,h27v07,1420.0,1777.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-08-13,h27v07,1420.0,1777.0,32765.0,32765.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2018-08-21,h27v07,1420.0,1777.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
